responseid	interview_start	interview_end	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field	improve_funding_to_reproduce	improve_funding_for_practices	improve_teaching	improve_mentoring	improve_stats	improve_experimantal_design	improve_validationa_outside_lab	improve_journal	improve_mentoring	improve_time_check	"""I think that the failure to reproduce scientific studies is a major problem in my field"""	"""I think that the failure to reproduce scientific studies is a major problem for all fields"""	Think about reproducibility of your research	Speak to you colleagues about reproducibility	Question the reproducibility of other scientists' work	Have you encountered efforts or directives from funding agencies designed to improve reproducibility of the work you do?	Have you encountered efforts from journal publishers designed to enhance or ensure the reproducibility of your work (e.g. using checklists to ensure standards for describing research methods)?	How many members are in your lab?	What is your age?
5448	20/10/2015	20/10/2015	Yes	1	1	0	0	Very familiar	1	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Professor	Earth and Environmental Science	Likely	Very likely	Likely	Very likely	Very likely	Not very likely	Likely	Likely	Not very likely	Not very likely	Agree	Agree	Weekly	Quarterly	Quarterly	No	Yes	11-25 members	45 - 54
5449	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	I am unsure	80%	"...about the same as for other scientific fields on average"""	No	No	Yes	No	No	No	PhD Student	Earth and Environmental Science	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Agree	Agree	Weekly	Monthly	Monthly	No	Yes	1-5 members	25 - 34
5450	20/10/2015	20/10/2015	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	No	PhD Student	Biology	Very likely	Very likely	Not very likely	Likely	Very likely	Likely	Very likely	Very likely	Not at all likely	Likely	Agree	Strongly agree	Monthly	Never	Never	No	No	6-10 members	25 - 34
5473	20/10/2015	20/10/2015	Yes	1	0	0	0	Very familiar	0	0	1	1	0	0	There is a slight crisis of reproducibility	Not enough	40%	I am unsure	No	Yes	No	No	No	No	Senior Scientist	Biology	Not very likely	Likely	Not very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Agree	Agree	Daily	Quarterly	Weekly	No	No	1-5 members	65 or over
5482	20/10/2015	20/10/2015	Yes	1	0	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	I am unsure	Yes	Yes	No	Yes	I can't remember	I can't remember	Professor	Engineering	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Likely	Agree	Agree	Quarterly	Quarterly	Quarterly	No	No	11-25 members	55 - 64
5490	20/10/2015	20/10/2015	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Post-doctoral Fellow	Medicine	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Agree	Agree	Monthly	Quarterly	Quarterly	Not applicable	Yes	6-10 members	25 - 34
5500	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Biology	Very likely	Not very likely	Very likely	Very likely	Likely	Likely	Not very likely	Not very likely	Likely	Likely	Agree	Agree	Daily	Daily	Daily	No	Yes	26-50 members	25 - 34
5505	20/10/2015	20/10/2015	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is no crisis of reproducibility	Too much	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	I can't remember	No	Principal Investigator	Medicine	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Not very likely	Likely	Disagree	Neither agree nor disagree	Weekly	Monthly	Weekly	No	Yes	11-25 members	25 - 34
5514	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Very likely	Very likely	Not at all likely	Not at all likely	Not at all likely	Likely	Very likely	Very likely	Not very likely	Very likely	Strongly agree	Neither agree nor disagree	Weekly	Monthly	Monthly	No	No	6-10 members	25 - 34
5515	20/10/2015	20/10/2015	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Chemistry	Likely	Likely	Likely	Very likely	Very likely	Likely	Very likely	Likely	Very likely	Very likely	Agree	Agree	Daily	Daily	Monthly	No	No	11-25 members	25 - 34
5519	20/10/2015	20/10/2015	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Staff Scientist	Other	Very likely	Not very likely	Likely	Likely	Very likely	Very likely	Likely	Not very likely	Not very likely	Not at all likely	Disagree	Neither agree nor disagree	Quarterly	Quarterly	Monthly	Not applicable	Not applicable	1-5 members	25 - 34
5520	20/10/2015	20/10/2015	Yes	1	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	Yes	Yes	Professor	Biology	Very likely	Very likely	Likely	Likely	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Strongly agree	Strongly agree	Daily	Daily	Daily	No	Yes	1-5 members	55 - 64
5527	20/10/2015	20/10/2015	Yes	0	0	1	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	I am unsure	50%	I am unsure	Yes	Yes	No	No	No	No	PhD Student	Biology	Likely	Likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Very likely	Strongly agree	Strongly agree	Daily	Quarterly	Quarterly	Not applicable	Not applicable	1-5 members	18 - 24
5529	20/10/2015	20/10/2015	Yes	1	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Biology	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Not very likely	Agree	Strongly agree	Weekly	Monthly	Monthly	Yes	Yes	6-10 members	25 - 34
5533	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Engineering	Likely	Likely	Not very likely	Not very likely	Very likely	Very likely	Likely	Likely	Likely	Very likely	Strongly agree	Strongly agree	Weekly	Monthly	Weekly	Yes	Not applicable	11-25 members	25 - 34
5534	20/10/2015	20/10/2015	Yes	1	0	0	0	Fairly familiar	1	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Not very likely	Not very likely	Not very likely	Neither agree nor disagree	Neither agree nor disagree	Monthly	Never	Monthly	No	No	6-10 members	25 - 34
5535	20/10/2015	20/10/2015	Yes	1	0	0	0	Very familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Likely	I don't know	Very likely	Very likely	Very likely	Very likely	I don't know	Not very likely	Very likely	Not at all likely	Neither agree nor disagree	Agree	Weekly	Monthly	Weekly	No	No	1-5 members	35 - 44
5553	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	50%	I am unsure	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Likely	Likely	Very likely	Very likely	Very likely	I don't know	Not very likely	Very likely	I don't know	Not very likely	Agree	Agree	Weekly	Weekly	Weekly	Yes	Yes	6-10 members	25 - 34
5554	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	Yes	No	No	PhD Student	Biology	Very likely	Very likely	Not very likely	Not very likely	Likely	Not very likely	Very likely	I don't know	Not very likely	Not very likely	Agree	Neither agree nor disagree	Weekly	Monthly	Monthly	Not applicable	No	11-25 members	25 - 34
5557	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	I don't know	I am unsure	30%	I am unsure	Yes	Yes	No	No	No	No	Research Scientist	Other	Very likely	Not very likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	I don't know	Very likely	Neither agree nor disagree	Neither agree nor disagree	Weekly	Never	Monthly	No	No	11-25 members	35 - 44
5561	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Professor	Other	Likely	Not very likely	Likely	I don't know	Likely	Likely	Likely	Not very likely	Not at all likely	Likely	Agree	Agree	Monthly	Quarterly	Weekly	Not applicable	No	None	55 - 64
5583	20/10/2015	20/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	0	0	0	I don't know	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Other (please specify)	Chemistry	Likely	Very likely	Likely	Very likely	I don't know	Likely	Very likely	Likely	Very likely	Very likely	Neither agree nor disagree	Strongly agree	Quarterly	Quarterly	Never	Not applicable	No	6-10 members	18 - 24
5589	20/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	No	Research Director/VP of Research	Medicine	Very likely	Very likely	Likely	Not very likely	Likely	Likely	Likely	Not very likely	Not very likely	Not very likely	Strongly agree	Strongly agree	Weekly	Monthly	Daily	Yes	Yes	More than 50 members	35 - 44
5598	20/10/2015	20/10/2015	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Medicine	Likely	Likely	Very likely	Very likely	Likely	Likely	Not very likely	Likely	Very likely	Likely	Neither agree nor disagree	Agree	Weekly	Weekly	Daily	No	Yes	6-10 members	25 - 34
5600	20/10/2015	21/10/2015	Yes	0	1	0	0	Fairly familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Too much	60%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	Yes	No	Post-doctoral Fellow	Engineering	Very likely	Very likely	Very likely	Likely	Not very likely	Not very likely	Likely	Likely	Likely	Likely	Agree	Agree	Weekly	Monthly	Weekly	No	No	6-10 members	25 - 34
5604	21/10/2015	21/10/2015	Yes	0	0	1	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	I am unsure	70%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Other	Very likely	Very likely	Likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Neither agree nor disagree	Agree	Quarterly	Never	Quarterly	Not applicable	Not applicable	6-10 members	25 - 34
5619	21/10/2015	21/10/2015	Yes	0	0	1	0	Fairly familiar	0	0	1	0	0	0	I don't know	Not enough	80%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	Student	Biology	Very likely	Not very likely	Not very likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Agree	Neither agree nor disagree	Monthly	Never	Monthly	Not applicable	No	1-5 members	18 - 24
5630	21/10/2015	21/10/2015	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Medicine	Likely	Likely	Likely	Very likely	Likely	Likely	Not very likely	Likely	Very likely	Very likely	Disagree	Disagree	Daily	Weekly	Weekly	No	No	1-5 members	25 - 34
5638	21/10/2015	21/10/2015	Yes	0	0	1	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	I am unsure	Yes	Yes	Yes	Yes	No	No	Technician/Research Assistant	Earth and Environmental Science	Very likely	Likely	Likely	Likely	Very likely	Likely	Very likely	Very likely	Likely	Likely	Agree	Strongly agree	Daily	Monthly	Daily	Not applicable	Not applicable	1-5 members	45 - 54
5763	21/10/2015	21/10/2015	Yes	0	1	0	0	Somewhat familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	50%	I am unsure	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Other	Likely	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Disagree	Disagree	Monthly	Monthly	Quarterly	Not applicable	No	1-5 members	45 - 54
5766	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	1	0	0	1	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Earth and Environmental Science	Not very likely	Likely	I don't know	Not very likely	Very likely	Likely	Not very likely	I don't know	I don't know	Very likely	Agree	Agree	Daily	Monthly	Weekly	No	No	1-5 members	25 - 34
5773	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	Not very likely	Strongly agree	Neither agree nor disagree	Daily	Daily	Daily	No	Yes	11-25 members	25 - 34
5776	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is no crisis of reproducibility	I am unsure	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology	Likely	Not very likely	Not very likely	Not very likely	Not very likely	Likely	Likely	I don't know	Not very likely	Not at all likely	Disagree	Neither agree nor disagree	Daily	Weekly	Weekly	No	No	11-25 members	25 - 34
5777	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology	Very likely	Very likely	Not very likely	Very likely	Very likely	Likely	Likely	Very likely	Likely	Not very likely	Strongly agree	Strongly agree	Weekly	Monthly	Weekly	No	No	1-5 members	35 - 44
5798	21/10/2015	21/10/2015	Yes	0	1	0	0	Somewhat familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	I am unsure	90%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Senior Scientist	Engineering	Very likely	Very likely	Not very likely	Likely	Very likely	Very likely	Very likely	Not very likely	Likely	Very likely	Agree	Agree	Monthly	Quarterly	Quarterly	No	No	6-10 members	35 - 44
5853	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Laboratory Director/Head	Biology	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Not very likely	Very likely	Very likely	Agree	Agree	Daily	Monthly	Weekly	No	Yes	6-10 members	45 - 54
5855	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	100%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	Yes	No	Technician/Research Assistant	Biology	Very likely	Likely	Not at all likely	Not very likely	Not at all likely	Not very likely	Very likely	Likely	Not very likely	Very likely	Disagree	Disagree	Monthly	Monthly	Monthly	No	No	6-10 members	25 - 34
5857	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Principal Investigator	Biology	Likely	Very likely	Not very likely	Likely	Likely	Likely	Very likely	Not very likely	Not very likely	Not very likely	Agree	Agree	Weekly	Quarterly	Monthly	No	Yes	1-5 members	35 - 44
5858	21/10/2015	21/10/2015	Yes	0	0	1	0	Fairly familiar	0	0	0	1	0	0	I don't know	A reasonable amount	40%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Student	Biology	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Likely	Agree	Neither agree nor disagree	Monthly	Quarterly	Monthly	No	No	6-10 members	18 - 24
5870	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	Yes	No	Associate professor/Lecturer	Medicine	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Agree	Strongly agree	Weekly	Weekly	Weekly	No	No	6-10 members	45 - 54
5880	21/10/2015	21/10/2015	Yes	0	0	1	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	No	Yes	Yes	Yes	No	No	Research Scientist	Earth and Environmental Science	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Very likely	Likely	Very likely	Strongly agree	Strongly agree	Weekly	Weekly	Weekly	No	No	1-5 members	25 - 34
5893	21/10/2015	21/10/2015	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	No	No	Yes	No	No	No	Associate professor/Lecturer	Earth and Environmental Science	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely	Likely	Agree	Agree	Quarterly	Never	Quarterly	No	No	1-5 members	45 - 54
5894	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology	Very likely	Likely	Likely	Likely	Very likely	Not very likely	Very likely	Likely	Not very likely	Very likely	Neither agree nor disagree	Agree	Daily	Daily	Never	Yes	Yes	6-10 members	25 - 34
5895	21/10/2015	21/10/2015	Yes	0	1	0	0	Very familiar	1	1	1	0	0	0	There is a significant crisis of reproducibility	Not enough	40%	I am unsure	No	No	No	No	No	No	Post-doctoral Fellow	Biology	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Likely	Not very likely	I don't know	Likely	Agree	Agree	Monthly	Quarterly	Monthly	No	Yes	6-10 members	25 - 34
